"","Data.Collector","Year","Plot","Mulch","Planted.guild","Category","QuadLocation","Mowing.treatment","Exo.grass","Exo.forb","nat.grass","nat.forb","total.cover","r.exo.grass","r.exo.forb","r.nat.grass","r.nat.forb"
"439","JosieJoia","2018","7 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",27.5,7.5,0,47.5,105,26.1904761904762,7.14285714285714,0,45.2380952380952
"440","JosieJoia","2018","7 CFM","Mulch","Grass","Full Mulched","Full","Mowed",7.5,82.5,12.5,0,105.5,7.10900473933649,78.1990521327014,11.8483412322275,0
"441","JosieJoia","2018","7 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",22.5,62.5,4,0,106.5,21.1267605633803,58.6854460093897,3.75586854460094,0
"442","JosieJoia","2018","7 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",12.5,22.5,0,0,107.5,11.6279069767442,20.9302325581395,0,0
"443","JosieJoia","2018","7 CFM","Mulch","Forb","Full Mulched","Full","Mowed",52.5,42.5,0,5,107.5,48.8372093023256,39.5348837209302,0,4.65116279069767
"444","JosieJoia","2018","7 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",32.5,27.5,0,2,109.5,29.6803652968037,25.1141552511416,0,1.82648401826484
"445","JosieJoia","2018","7 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",22.5,27.5,0,57.5,110.5,20.3619909502262,24.8868778280543,0,52.0361990950226
"446","JosieJoia","2018","7 CFM","Mulch","Forb","Full Mulched","Full","Mowed",2,4,0,105,111,1.8018018018018,3.6036036036036,0,94.5945945945946
"447","JosieJoia","2018","7 CFM","Mulch","Forb","Full Mulched","Full","Mowed",12.5,67.5,0,25,113,11.0619469026549,59.7345132743363,0,22.1238938053097
"448","JosieJoia","2018","7 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",2,17.5,0,17.5,114.5,1.74672489082969,15.2838427947598,0,15.2838427947598
"449","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",17.5,37.5,0,7.5,83,21.0843373493976,45.1807228915663,0,9.03614457831325
"450","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",7.5,17.5,0,22.5,96,7.8125,18.2291666666667,0,23.4375
"451","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",7.5,27.5,0,35,97.5,7.69230769230769,28.2051282051282,0,35.8974358974359
"452","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",32.5,37.5,0,0,97.5,33.3333333333333,38.4615384615385,0,0
"453","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",5,17.5,0,0,100,5,17.5,0,0
"454","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",27.5,12.5,0,3,100,27.5,12.5,0,3
"455","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",37.5,52.5,7.5,0,101.5,36.9458128078818,51.7241379310345,7.38916256157635,0
"456","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",5,7.5,0,0,102,4.90196078431373,7.35294117647059,0,0
"457","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",1,5,0,0,102.5,0.975609756097561,4.8780487804878,0,0
"458","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",17.5,77.5,0,0,102.5,17.0731707317073,75.609756097561,0,0
"459","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",5,92.5,0,0,102.5,4.8780487804878,90.2439024390244,0,0
"460","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",7.5,57.5,0,37.5,102.5,7.31707317073171,56.0975609756098,0,36.5853658536585
"461","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",47.5,32.5,0,7.5,103,46.1165048543689,31.5533980582524,0,7.28155339805825
"462","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",1,2,0,0,104.5,0.956937799043062,1.91387559808612,0,0
"463","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",12.5,17.5,0,7.5,106,11.7924528301887,16.5094339622642,0,7.07547169811321
"464","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",22.5,77.5,2,0,106,21.2264150943396,73.1132075471698,1.88679245283019,0
"465","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",47.5,57.5,0,0,107,44.392523364486,53.7383177570093,0,0
"466","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",12.5,27.5,0,0,107.5,11.6279069767442,25.5813953488372,0,0
"467","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",17.5,17.5,0,57.5,108,16.2037037037037,16.2037037037037,0,53.2407407407407
"468","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",1,22.5,0,37.5,108.5,0.921658986175115,20.7373271889401,0,34.5622119815668
"469","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",27.5,72.5,0,0,109.5,25.1141552511416,66.2100456621005,0,0
"470","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",7.5,72.5,0,27.5,109.5,6.84931506849315,66.2100456621005,0,25.1141552511416
"471","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",42.5,67.5,0,0,110,38.6363636363636,61.3636363636364,0,0
"472","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",3,52.5,0,47.5,110.5,2.71493212669683,47.5113122171946,0,42.9864253393665
"473","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",32.5,72.5,4,0,113,28.7610619469027,64.1592920353982,3.53982300884956,0
"474","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",7.5,7.5,0,87.5,116,6.46551724137931,6.46551724137931,0,75.4310344827586
"475","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",37.5,77.5,0,0,116,32.3275862068966,66.8103448275862,0,0
"476","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",57.5,37.5,0,0,116.5,49.3562231759657,32.1888412017167,0,0
"477","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",12.5,82.5,0,0,120,10.4166666666667,68.75,0,0
"478","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",22.5,37.5,0,0,121.5,18.5185185185185,30.8641975308642,0,0
"479","JosieJoia","2018","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",37.5,57.5,0,0,127.5,29.4117647058824,45.0980392156863,0,0
"480","JosieJoia","2018","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",17.5,62.5,0,25,133.5,13.1086142322097,46.8164794007491,0,18.7265917602996
"481","Synder & Reyes","2017","12 CFM","Mulch","Forb","Full Mulched","Full","Mowed",27.5,37.5,0,47.5,112.5,24.4444444444444,33.3333333333333,0,42.2222222222222
"482","Synder & Reyes","2017","12 CFM","Mulch","Forb","Full Mulched","Full","Mowed",57.5,22.5,0,7.5,90,63.8888888888889,25,0,8.33333333333333
"483","Synder & Reyes","2017","12 CFM","Mulch","Forb","Full Mulched","Full","Mowed",2.5,0,0,97.5,100,2.5,0,0,97.5
"484","Synder & Reyes","2017","12 CFM","Mulch","Forb","Full Mulched","Full","Mowed",22.5,22.5,0,30,92.5,24.3243243243243,24.3243243243243,0,32.4324324324324
"485","Synder & Reyes","2017","7 CFM","Mulch","Forb","Full Mulched","Full","Mowed",2.5,12.5,0,77.5,92.5,2.7027027027027,13.5135135135135,0,83.7837837837838
"486","Synder & Reyes","2017","7 CFM","Mulch","Forb","Full Mulched","Full","Mowed",17.5,17.5,0,67.5,102.5,17.0731707317073,17.0731707317073,0,65.8536585365854
"487","Synder & Reyes","2017","7 CFM","Mulch","Forb","Full Mulched","Full","Mowed",82.5,12.5,2.5,0,97.5,84.6153846153846,12.8205128205128,2.56410256410256,0
"488","Synder & Reyes","2017","7 CFM","Mulch","Forb","Full Mulched","Full","Mowed",47.5,47.5,0,2.5,100,47.5,47.5,0,2.5
"489","Synder & Reyes","2017","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",57.5,37.5,2.5,7.5,105,54.7619047619048,35.7142857142857,2.38095238095238,7.14285714285714
"490","Synder & Reyes","2017","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",22.5,72.5,0,7.5,102.5,21.9512195121951,70.7317073170732,0,7.31707317073171
"491","Synder & Reyes","2017","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",2.5,47.5,0,47.5,97.5,2.56410256410256,48.7179487179487,0,48.7179487179487
"492","Synder & Reyes","2017","9 CFM","Mulch","Forb","Full Mulched","Full","Mowed",2.5,2.5,0,95,100,2.5,2.5,0,95
"493","Synder & Reyes","2017","22 CFM","Mulch","Forb","Full Mulched","Full","Mowed",12.5,22.5,12.5,20,82.5,15.1515151515152,27.2727272727273,15.1515151515152,24.2424242424242
"494","Synder & Reyes","2017","22 CFM","Mulch","Forb","Full Mulched","Full","Mowed",22.5,12.5,0,52.5,102.5,21.9512195121951,12.1951219512195,0,51.219512195122
"495","Synder & Reyes","2017","2 CFM","Mulch","Forb","Full Mulched","Full","Mowed",7.5,7.5,0,67.5,110,6.81818181818182,6.81818181818182,0,61.3636363636364
"496","Synder & Reyes","2017","2 CFM","Mulch","Forb","Full Mulched","Full","Mowed",2.5,2.5,0,65,87.5,2.85714285714286,2.85714285714286,0,74.2857142857143
"497","Synder & Reyes","2017","2 CFM","Mulch","Forb","Full Mulched","Full","Mowed",2.5,2.5,0,80,102.5,2.4390243902439,2.4390243902439,0,78.0487804878049
"498","Synder & Reyes","2017","2 CFM","Mulch","Forb","Full Mulched","Full","Mowed",25.5,2.5,0,95,125.5,20.3187250996016,1.99203187250996,0,75.6972111553785
"499","Synder & Reyes","2017","12 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",27.5,17.5,0,7.5,115,23.9130434782609,15.2173913043478,0,6.52173913043478
"500","Synder & Reyes","2017","12 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",27.5,17.5,0,50,97.5,28.2051282051282,17.9487179487179,0,51.2820512820513
"501","Synder & Reyes","2017","12 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",7.5,7.5,2.5,60,105,7.14285714285714,7.14285714285714,2.38095238095238,57.1428571428571
"502","Synder & Reyes","2017","12 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",17.5,17.5,0,10,97.5,17.9487179487179,17.9487179487179,0,10.2564102564103
"503","Synder & Reyes","2017","7 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",32.5,17.5,0,37.5,95,34.2105263157895,18.4210526315789,0,39.4736842105263
"504","Synder & Reyes","2017","7 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",67.5,12.5,0,2.5,82.5,81.8181818181818,15.1515151515152,0,3.03030303030303
"505","Synder & Reyes","2017","7 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",7.5,7.5,0,72.5,90,8.33333333333333,8.33333333333333,0,80.5555555555556
"506","Synder & Reyes","2017","7 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",7.5,2.5,0,77.5,105,7.14285714285714,2.38095238095238,0,73.8095238095238
"507","Synder & Reyes","2017","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",2.5,2.5,0,5,95,2.63157894736842,2.63157894736842,0,5.26315789473684
"508","Synder & Reyes","2017","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",7.5,77.5,0,10,97.5,7.69230769230769,79.4871794871795,0,10.2564102564103
"509","Synder & Reyes","2017","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",57.5,22.5,0,0,102.5,56.0975609756098,21.9512195121951,0,0
"510","Synder & Reyes","2017","9 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",2.5,2.5,0,97.5,102.5,2.4390243902439,2.4390243902439,0,95.1219512195122
"511","Synder & Reyes","2017","22 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",22.5,47.5,7.5,12.5,115,19.5652173913043,41.304347826087,6.52173913043478,10.8695652173913
"512","Synder & Reyes","2017","22 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",37.5,47.5,0,0,102.5,36.5853658536585,46.3414634146341,0,0
"513","Synder & Reyes","2017","22 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",22.5,47.5,0,5,92.5,24.3243243243243,51.3513513513513,0,5.40540540540541
"514","Synder & Reyes","2017","22 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",27.5,57.5,0,0,100,27.5,57.5,0,0
"515","Synder & Reyes","2017","2 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",2.5,32.5,0,30,87.5,2.85714285714286,37.1428571428571,0,34.2857142857143
"516","Synder & Reyes","2017","2 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",0,12.5,0,82.5,95,0,13.1578947368421,0,86.8421052631579
"517","Synder & Reyes","2017","2 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",2.5,77.5,0,7.5,115,2.17391304347826,67.3913043478261,0,6.52173913043478
"518","Synder & Reyes","2017","2 CFM","Mulch","Forb","Full Mulched","Full","Unmowed",22.5,52.5,0,0,92.5,24.3243243243243,56.7567567567568,0,0
"519","Synder & Reyes","2017","12 CFM","Mulch","Grass","Full Mulched","Full","Mowed",72.5,22.5,7.5,0,105,69.0476190476191,21.4285714285714,7.14285714285714,0
"520","Synder & Reyes","2017","12 CFM","Mulch","Grass","Full Mulched","Full","Mowed",67.5,22.5,37.5,0,127.5,52.9411764705882,17.6470588235294,29.4117647058824,0
"521","Synder & Reyes","2017","12 CFM","Mulch","Grass","Full Mulched","Full","Mowed",67.5,12.5,27.5,0,107.5,62.7906976744186,11.6279069767442,25.5813953488372,0
"522","Synder & Reyes","2017","12 CFM","Mulch","Grass","Full Mulched","Full","Mowed",92.5,12.5,12.5,0,120,77.0833333333333,10.4166666666667,10.4166666666667,0
"523","Synder & Reyes","2017","7 CFM","Mulch","Grass","Full Mulched","Full","Mowed",22.5,82.5,2.5,0,107.5,20.9302325581395,76.7441860465116,2.32558139534884,0
"524","Synder & Reyes","2017","7 CFM","Mulch","Grass","Full Mulched","Full","Mowed",37.5,12.5,7.5,0,57.5,65.2173913043478,21.7391304347826,13.0434782608696,0
"525","Synder & Reyes","2017","7 CFM","Mulch","Grass","Full Mulched","Full","Mowed",27.5,27.5,52.5,0,107.5,25.5813953488372,25.5813953488372,48.8372093023256,0
"526","Synder & Reyes","2017","7 CFM","Mulch","Grass","Full Mulched","Full","Mowed",32.5,62.5,7.5,0,105,30.952380952381,59.5238095238095,7.14285714285714,0
"527","Synder & Reyes","2017","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",12.5,37.5,47.5,0,100,12.5,37.5,47.5,0
"528","Synder & Reyes","2017","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",92.5,12.5,7.5,0,112.5,82.2222222222222,11.1111111111111,6.66666666666667,0
"529","Synder & Reyes","2017","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",92.5,12.5,12.5,0,117.5,78.7234042553192,10.6382978723404,10.6382978723404,0
"530","Synder & Reyes","2017","9 CFM","Mulch","Grass","Full Mulched","Full","Mowed",52.5,17.5,22.5,0,105,50,16.6666666666667,21.4285714285714,0
"531","Synder & Reyes","2017","22 CFM","Mulch","Grass","Full Mulched","Full","Mowed",37.5,27.5,27.5,0,105,35.7142857142857,26.1904761904762,26.1904761904762,0
"532","Synder & Reyes","2017","22 CFM","Mulch","Grass","Full Mulched","Full","Mowed",12.5,27.5,37.5,0,107.5,11.6279069767442,25.5813953488372,34.8837209302326,0
"533","Synder & Reyes","2017","22 CFM","Mulch","Grass","Full Mulched","Full","Mowed",32.5,27.5,37.5,0,100,32.5,27.5,37.5,0
"534","Synder & Reyes","2017","22 CFM","Mulch","Grass","Full Mulched","Full","Mowed",17.5,47.5,72.5,0,140,12.5,33.9285714285714,51.7857142857143,0
"535","Synder & Reyes","2017","2 CFM","Mulch","Grass","Full Mulched","Full","Mowed",57.5,32.5,7.5,0,100,57.5,32.5,7.5,0
"536","Synder & Reyes","2017","2 CFM","Mulch","Grass","Full Mulched","Full","Mowed",82.5,12.5,0,0,95,86.8421052631579,13.1578947368421,0,0
"537","Synder & Reyes","2017","2 CFM","Mulch","Grass","Full Mulched","Full","Mowed",87.5,12.5,12.5,0,112.5,77.7777777777778,11.1111111111111,11.1111111111111,0
"538","Synder & Reyes","2017","2 CFM","Mulch","Grass","Full Mulched","Full","Mowed",72.5,17.5,2.5,0,95,76.3157894736842,18.4210526315789,2.63157894736842,0
"539","Synder & Reyes","2017","12 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",87.5,7.5,12.5,0,107.5,81.3953488372093,6.97674418604651,11.6279069767442,0
"540","Synder & Reyes","2017","12 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",77.5,12.5,2.5,0,100,77.5,12.5,2.5,0
"541","Synder & Reyes","2017","12 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",47.5,17.5,52.5,0,117.5,40.4255319148936,14.8936170212766,44.6808510638298,0
"542","Synder & Reyes","2017","12 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",67.5,27.5,12.5,0,112.5,60,24.4444444444444,11.1111111111111,0
"543","Synder & Reyes","2017","7 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",37.5,67.5,0,0,112.5,33.3333333333333,60,0,0
"544","Synder & Reyes","2017","7 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",47.5,57.5,0,0,112.5,42.2222222222222,51.1111111111111,0,0
"545","Synder & Reyes","2017","7 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",67.5,12.5,0,0,87.5,77.1428571428572,14.2857142857143,0,0
"546","Synder & Reyes","2017","7 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",67.5,27.5,2.5,0,105,64.2857142857143,26.1904761904762,2.38095238095238,0
"547","Synder & Reyes","2017","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",17.5,57.5,2.5,0,100,17.5,57.5,2.5,0
"548","Synder & Reyes","2017","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",22.5,72.5,2.5,0,105,21.4285714285714,69.0476190476191,2.38095238095238,0
"549","Synder & Reyes","2017","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",42.5,27.5,2.5,0,90,47.2222222222222,30.5555555555556,2.77777777777778,0
"550","Synder & Reyes","2017","9 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",67.5,37.5,7.5,0,115,58.695652173913,32.6086956521739,6.52173913043478,0
"551","Synder & Reyes","2017","22 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",27.5,37.5,22.5,0,95,28.9473684210526,39.4736842105263,23.6842105263158,0
"552","Synder & Reyes","2017","22 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",27.5,62.5,12.5,0,120,22.9166666666667,52.0833333333333,10.4166666666667,0
"553","Synder & Reyes","2017","22 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",52.5,22.5,12.5,0,100,52.5,22.5,12.5,0
"554","Synder & Reyes","2017","22 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",47.5,52.5,7.5,0,107.5,44.1860465116279,48.8372093023256,6.97674418604651,0
"555","Synder & Reyes","2017","2 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",47.5,27.5,12.5,0,105,45.2380952380952,26.1904761904762,11.9047619047619,0
"556","Synder & Reyes","2017","2 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",27.5,82.5,0,0,112.5,24.4444444444444,73.3333333333333,0,0
"557","Synder & Reyes","2017","2 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",17.5,77.5,7.5,0,105,16.6666666666667,73.8095238095238,7.14285714285714,0
"558","Synder & Reyes","2017","2 CFM","Mulch","Grass","Full Mulched","Full","Unmowed",72.5,27.5,0,0,107.5,67.4418604651163,25.5813953488372,0,0
"559","Synder & Reyes","2017","17 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",22.5,52.5,0,27.5,110,20.4545454545455,47.7272727272727,0,25
"560","Synder & Reyes","2017","17 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",22.5,77.5,2.5,0,120,18.75,64.5833333333333,2.08333333333333,0
"561","Synder & Reyes","2017","17 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",77.5,17.5,0,7.5,105,73.8095238095238,16.6666666666667,0,7.14285714285714
"562","Synder & Reyes","2017","17 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",37.5,62.5,0,0,100,37.5,62.5,0,0
"563","Synder & Reyes","2017","24 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",77.5,7.5,0,0,112.5,68.8888888888889,6.66666666666667,0,0
"564","Synder & Reyes","2017","24 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",22.5,2.5,0,0,90,25,2.77777777777778,0,0
"565","Synder & Reyes","2017","24 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",22.5,7.5,0,12.5,97.5,23.0769230769231,7.69230769230769,0,12.8205128205128
"566","Synder & Reyes","2017","24 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",52.5,12.5,0,2.5,95,55.2631578947368,13.1578947368421,0,2.63157894736842
"567","Synder & Reyes","2017","14 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",72.5,27.5,0,2.5,105,69.0476190476191,26.1904761904762,0,2.38095238095238
"568","Synder & Reyes","2017","14 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",67.5,12.5,0,22.5,102.5,65.8536585365854,12.1951219512195,0,21.9512195121951
"569","Synder & Reyes","2017","14 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",67.5,17.5,17.5,0,102.5,65.8536585365854,17.0731707317073,17.0731707317073,0
"570","Synder & Reyes","2017","14 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",27.5,77.5,0,2.5,107.5,25.5813953488372,72.0930232558139,0,2.32558139534884
"571","Synder & Reyes","2017","6 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",67.5,32.5,0,0,107.5,62.7906976744186,30.2325581395349,0,0
"572","Synder & Reyes","2017","6 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",22.5,37.5,0,17.5,95,23.6842105263158,39.4736842105263,0,18.4210526315789
"573","Synder & Reyes","2017","6 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",2.5,82.5,0,17.5,110,2.27272727272727,75,0,15.9090909090909
"574","Synder & Reyes","2017","6 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",17.5,62.5,27.5,0,115,15.2173913043478,54.3478260869565,23.9130434782609,0
"575","Synder & Reyes","2017","25 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",12.5,72.5,0,0,102.5,12.1951219512195,70.7317073170732,0,0
"576","Synder & Reyes","2017","25 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",67.5,22.5,0,0,107.5,62.7906976744186,20.9302325581395,0,0
"577","Synder & Reyes","2017","25 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",12.5,67.5,0,0,92.5,13.5135135135135,72.972972972973,0,0
"578","Synder & Reyes","2017","25 CFNM","No Mulch","Forb","Full Not Mulched","Full","Mowed",17.5,22.5,42.5,0,90,19.4444444444444,25,47.2222222222222,0
"579","Synder & Reyes","2017","17 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",42.5,57.5,2.5,0,110,38.6363636363636,52.2727272727273,2.27272727272727,0
"580","Synder & Reyes","2017","17 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",7.5,12.5,80,0,102.5,7.31707317073171,12.1951219512195,78.0487804878049,0
"581","Synder & Reyes","2017","17 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",7.5,42.5,47.5,0,105,7.14285714285714,40.4761904761905,45.2380952380952,0
"582","Synder & Reyes","2017","17 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",7.5,92.5,2.5,0,105,7.14285714285714,88.0952380952381,2.38095238095238,0
"583","Synder & Reyes","2017","24 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",42.5,37.5,0,0,92.5,45.945945945946,40.5405405405405,0,0
"584","Synder & Reyes","2017","24 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",67.5,27.5,0,0,105,64.2857142857143,26.1904761904762,0,0
"585","Synder & Reyes","2017","24 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",62.5,27.5,0,2.5,125,50,22,0,2
"586","Synder & Reyes","2017","24 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",77.5,12.5,0,7.5,105,73.8095238095238,11.9047619047619,0,7.14285714285714
"587","Synder & Reyes","2017","14 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",2.5,2.5,0,87.5,105,2.38095238095238,2.38095238095238,0,83.3333333333333
"588","Synder & Reyes","2017","14 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",7.5,22.5,57.5,0,95,7.89473684210526,23.6842105263158,60.5263157894737,0
"589","Synder & Reyes","2017","14 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",7.5,12.5,0,22.5,97.5,7.69230769230769,12.8205128205128,0,23.0769230769231
"590","Synder & Reyes","2017","14 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",27.5,37.5,7.5,7.5,80,34.375,46.875,9.375,9.375
"591","Synder & Reyes","2017","6 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",22.5,62.5,7.5,0,105,21.4285714285714,59.5238095238095,7.14285714285714,0
"592","Synder & Reyes","2017","6 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",57.5,52.5,0,7.5,117.5,48.936170212766,44.6808510638298,0,6.38297872340426
"593","Synder & Reyes","2017","6 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",52.5,17.5,0,17.5,105,50,16.6666666666667,0,16.6666666666667
"594","Synder & Reyes","2017","6 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",32.5,7.5,0,57.5,105,30.952380952381,7.14285714285714,0,54.7619047619048
"595","Synder & Reyes","2017","25 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",27.5,27.5,7.5,0,80,34.375,34.375,9.375,0
"596","Synder & Reyes","2017","25 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",67.5,32.5,0,0,107.5,62.7906976744186,30.2325581395349,0,0
"597","Synder & Reyes","2017","25 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",12.5,72.5,0,0,102.5,12.1951219512195,70.7317073170732,0,0
"598","Synder & Reyes","2017","25 CFNM","No Mulch","Forb","Full Not Mulched","Full","Unmowed",2.5,87.5,0,0,97.5,2.56410256410256,89.7435897435898,0,0
"599","Synder & Reyes","2017","17 CFNM","No Mulch","Grass","Full Not Mulched","Full","Mowed",52.5,72.5,7.5,0,155,33.8709677419355,46.7741935483871,4.83870967741935,0
"600","Synder & Reyes","2017","17 CFNM","No Mulch","Grass","Full Not Mulched","Full","Mowed",22.5,77.5,2.5,0,120,18.75,64.5833333333333,2.08333333333333,0
"601","Synder & Reyes","2017","17 CFNM","No Mulch","Grass","Full Not Mulched","Full","Mowed",37.5,47.5,2.5,0,110,34.0909090909091,43.1818181818182,2.27272727272727,0
