"","Year","Data.Collector","Plot","ID","Mulch","Planted.guild","Category","Mowing.treatment","Planting.Type","QuadLocation","Exo.grass","Exo.forb","nat.grass","nat.forb","Bro.car","Sti.pul","Hor.bra","Gri.str","Ach.mil","Sym.chi","Jun.pat"
"387","2016","Rusk",22,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",22.5,77.5,4,12.5,0,0,0,0,0,12.5,4
"388","2016","Rusk",22,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",17.5,97.5,0,17.5,0,0,0,17.5,0,0,0
"389","2016","Rusk",22,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",37.5,77.5,0,0,0,0,0,0,0,0,0
"390","2016","Rusk",22,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",72.5,37.5,0,0,0,0,0,0,0,0,0
"391","2016","Rusk",22,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",77.5,37.5,0,0,0,0,0,0,0,0,0
"392","2016","Rusk",22,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",57.5,67.5,0,0,0,0,0,0,0,0,0
"393","2016","Rusk",22,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",17.5,77.5,12.5,0,0,0,0,0,0,0,12.5
"394","2016","Rusk",22,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",17.5,77.5,0,0,0,0,0,0,0,0,0
"395","2016","Rusk",22,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",12.5,92.5,27.5,0,27.5,0,0,0,0,0,0
"396","2016","Rusk",22,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",62.5,47.5,0,0,0,0,0,0,0,0,0
"397","2016","Rusk",22,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",37.5,67.5,12.5,0,0,0,12.5,0,0,0,0
"398","2016","Rusk",22,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",42.5,77.5,4,0,0,0,4,0,0,0,0
"399","2016","Rusk",22,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",37.5,87.5,0,0,0,0,0,0,0,0,0
"400","2016","Rusk",22,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",32.5,87.5,8,0,3,0,5,0,0,0,0
"401","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Edge",0,2,0,92.5,0,0,0,0,0,92.5,0
"402","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Edge",2,32.5,0,57.5,0,0,0,0,0,57.5,0
"403","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Edge",27.5,57.5,22.5,0,0,0,22.5,0,0,0,0
"404","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Edge",17.5,82.5,0,0,0,0,0,0,0,0,0
"405","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Edge",17.5,7.5,0,95,0,0,0,0,77.5,17.5,0
"406","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Edge",0,0,0,97.5,0,0,0,0,0,97.5,0
"407","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Edge",2,22.5,4,0,0,0,4,0,0,0,0
"408","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Edge",3,42.5,1,0,0,0,1,0,0,0,0
"409","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Island",1,0,0,92.5,0,0,0,0,0,92.5,0
"410","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Island",7.5,72.5,0,32.5,0,0,0,0,32.5,0,0
"411","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Island",3,92.5,0,67.5,0,0,0,0,67.5,0,0
"412","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Island",37.5,52.5,25,0,7.5,0,17.5,0,0,0,0
"413","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Island",12.5,42.5,17.5,0,0,0,17.5,0,0,0,0
"414","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Island",57.5,27.5,12.5,0,0,0,12.5,0,0,0,0
"415","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Island",0,3,0,97.5,0,0,0,0,0,97.5,0
"416","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Island",0,0,0,99.5,0,0,0,0,2,97.5,0
"417","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Island",0,0,0,100,0,0,0,0,42.5,57.5,0
"418","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Island",12.5,22.6,3,0,0,0,3,0,0,0,0
"419","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Island",1,3,7.5,0,0,0,7.5,0,0,0,0
"420","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Island",2,42.5,1,0,0,0,1,0,0,0,0
"421","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Out",17.5,32.5,0,37.5,0,0,0,0,0,37.5,0
"422","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Out",7.5,12.5,0,82.5,0,0,0,0,0,82.5,0
"423","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Out",0,1,0,87.5,0,0,0,0,0,87.5,0
"424","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Out",32.5,77.5,7.5,0,0,0,7.5,0,0,0,0
"425","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Out",7.5,52.5,7.5,0,0,0,7.5,0,0,0,0
"426","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Out",22.5,67.5,0,17.5,0,0,0,0,0,17.5,0
"427","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Out",4,22.5,0,42.5,0,0,0,0,42.5,0,0
"428","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Out",47.5,22.5,0,25,0,0,0,0,12.5,12.5,0
"429","2018","Josie & Joia",1,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Out",2,17.5,0,57.5,0,0,0,0,0,57.5,0
"430","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Out",3,62.5,0,0,0,0,0,0,0,0,0
"431","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Out",12.5,27.5,0,0,0,0,0,0,0,0,0
"432","2018","Josie & Joia",1,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Out",7.5,17.5,0,0,0,0,0,0,0,0,0
"433","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",12.5,52.5,0,72.5,0,0,0,0,0,72.5,0
"434","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",5,37.5,7.5,77.5,0,0,0,0,0,77.5,7.5
"435","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",12.5,57.5,0,62.5,0,0,0,0,0,62.5,0
"436","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",7.5,77.5,0,42.5,0,0,0,0,0,42.5,0
"437","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",2,17.5,0,87.5,0,0,0,0,0,87.5,0
"438","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",7.5,77.5,1,47.5,0,0,1,0,0,47.5,0
"439","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",32.5,82.5,2,12.5,0,0,2,0,0,12.5,0
"440","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",12.5,47.5,35,5,0,0,7.5,0,5,0,27.5
"441","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",17.5,57.5,7.5,0,0,0,7.5,0,0,0,0
"442","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",3,97.5,20,0,12.5,0,7.5,0,0,0,0
"443","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",17.5,87.5,0,0,0,0,0,0,0,0,0
"444","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",27.5,77.5,7.5,0,0,0,7.5,0,0,0,0
"445","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",12.5,97.5,0,0,0,0,0,0,0,0,0
"446","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",7.5,87.5,4,0,3,0,1,0,0,0,0
"447","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",27.5,77.5,0,0,0,0,0,0,0,0,0
"448","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",12.5,87.5,0,0,0,0,0,0,0,0,0
"449","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",12.5,42.5,0,3,0,0,0,0,3,0,0
"450","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",1,7.5,0,92.5,0,0,0,0,0,92.5,0
"451","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",3,7.5,0,77.5,0,0,0,0,0,77.5,0
"452","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",0,22.5,0,71.5,0,0,0,0,4,67.5,0
"453","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",0,27.5,0,62.5,0,0,0,0,5,57.5,0
"454","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",17.5,7.5,0,67.5,0,0,0,0,67.5,0,0
"455","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",3,47.5,0,0,0,0,0,0,0,0,0
"456","2018","Josie & Joia",2,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",1,67.5,0,0,0,0,0,0,0,0,0
"457","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",12.5,27.5,17.5,0,12.5,0,5,0,0,0,0
"458","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",17.5,47.5,20.5,0,3,0,17.5,0,0,0,0
"459","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",2,72.5,0,0,0,0,0,0,0,0,0
"460","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",12.5,57.5,0,0,0,0,0,0,0,0,0
"461","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",5,82.5,7.5,0,0,0,7.5,0,0,0,0
"462","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",12.5,77.5,10.5,0,3,0,7.5,0,0,0,0
"463","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",67.5,32.5,2,0,0,0,2,0,0,0,0
"464","2018","Josie & Joia",2,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",32.5,47.5,7.5,0,0,0,7.5,0,0,0,0
"465","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Edge",1,47.5,0,57.5,0,0,0,0,0,57.5,0
"466","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Edge",2,97.5,0,0,0,0,0,0,0,0,0
"467","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Edge",67.5,22.5,17.5,0,12.5,0,5,0,0,0,0
"468","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Edge",17.5,77.5,0,0,0,0,0,0,0,0,0
"469","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Edge",7.5,12.5,0,12.5,0,0,0,0,12.5,0,0
"470","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Edge",0,37.5,0,32.5,0,0,0,0,32.5,0,0
"471","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Edge",82.5,17.5,0,0,0,0,0,0,0,0,0
"472","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Edge",12.5,87.5,0,0,0,0,0,0,0,0,0
"473","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Island",5,22.5,0,67.5,0,0,0,0,0,67.5,0
"474","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Island",5,37.5,0,67.5,0,0,0,0,0,67.5,0
"475","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Island",5,52.5,0,57.5,0,0,0,0,0,57.5,0
"476","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Island",42.5,47.5,2,0,2,0,0,0,0,0,0
"477","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Island",57.5,47.5,0,0,0,0,0,0,0,0,0
"478","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Island",67.5,27.5,0,0,0,0,0,0,0,0,0
"479","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Island",27.5,32.5,0,37.5,0,0,0,0,37.5,0,0
"480","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Island",0,0,0,97.5,0,0,0,0,0,97.5,0
"481","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Island",1,0,0,90,0,0,0,22.5,0,67.5,0
"482","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Island",57.5,52.5,0,0,0,0,0,0,0,0,0
"483","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Island",57.5,52.5,0,0,0,0,0,0,0,0,0
"484","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Island",27.5,67.5,0,0,0,0,0,0,0,0,0
"485","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Out",1,97.5,0,0,0,0,0,0,0,0,0
"486","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Out",5,67.5,0,22.5,0,0,0,0,0,22.5,0
"487","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Mowed","Island","Out",5,27.5,0,62.5,0,0,0,0,0,62.5,0
"488","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Out",47.5,57.5,0,0,0,0,0,0,0,0,0
"489","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Mowed","Island","Out",57.5,37.5,0,0,0,0,0,0,0,0,0
"490","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Out",17.5,17.5,0,50,0,0,0,7.5,42.5,0,0
"491","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Out",17.5,67.5,0,7.5,0,0,0,0,7.5,0,0
"492","2018","Josie & Joia",4,"CIM","Mulch","Forb","Island Mulch","Unmowed","Island","Out",0,3,0,2,0,0,0,0,2,0,0
"493","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Out",5,22.5,0,27.5,0,0,0,0,27.5,0,0
"494","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Out",67.5,22.5,0,0,0,0,0,0,0,0,0
"495","2018","Josie & Joia",4,"CIM","Mulch","Grass","Island Mulch","Unmowed","Island","Out",22.5,72.5,0,0,0,0,0,0,0,0,0
"496","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",7.5,27.5,0,55,0,0,0,7.5,47.5,0,0
"497","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",2,4,7.5,97.5,0,0,0,0,97.5,0,7.5
"498","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",3,42.5,0,52.5,0,0,0,0,52.5,0,0
"499","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",12.5,67.5,0,25,0,0,0,7.5,17.5,0,0
"500","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",37.5,52.5,0,9.5,0,0,0,2,7.5,0,0
"501","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",22.5,22.5,0,4,0,0,0,0,4,0,0
"502","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",52.5,32.5,0,0,0,0,0,0,0,0,0
"503","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",52.5,42.5,0,5,0,0,0,0,5,0,0
"504","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",32.5,47.5,2,0,2,0,0,0,0,0,0
"505","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",37.5,22.5,0,0,0,0,0,0,0,0,0
"506","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",7.5,82.5,12.5,0,0,0,12.5,0,0,0,0
"507","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",12.5,87.5,0,0,0,0,0,0,0,0,0
"508","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",12.5,57.5,12.5,0,0,0,12.5,0,0,0,0
"509","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",27.5,32.5,22.5,0,0,0,22.5,0,0,0,0
"510","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",7.5,62.5,17.5,0,0,0,17.5,0,0,0,0
"511","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",22.5,62.5,7.5,0,0,0,7.5,0,0,0,0
"512","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",12.5,22.5,0,0,0,0,0,0,0,0,0
"513","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",2,17.5,0,17.5,0,0,0,0,17.5,0,0
"514","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",32.5,22.5,7.5,0,0,0,7.5,0,0,0,0
"515","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",27.5,7.5,0,47.5,0,0,0,0,47.5,0,0
"516","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",32.5,27.5,0,2,0,0,0,0,2,0,0
"517","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",22.5,27.5,0,57.5,0,0,0,0,57.5,0,0
"518","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",7.5,7.5,0,57.5,0,0,0,0,57.5,0,0
"519","2018","Josie & Joia",7,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",2,0,0,97.5,0,0,0,0,97.5,0,0
"520","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",7.5,17.5,0,0,0,0,0,0,0,0,0
"521","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",27.5,62.5,0,0,0,0,0,0,0,0,0
"522","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",17.5,72.5,0,0,0,0,0,0,0,0,0
"523","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",22.5,62.5,4,0,0,0,4,0,0,0,0
"524","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",47.5,22.5,0,0,0,0,0,0,0,0,0
"525","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",17.5,7.5,0,0,0,0,0,0,0,0,0
"526","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",37.5,17.5,0,0,0,0,0,0,0,0,0
"527","2018","Josie & Joia",7,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",12.5,22.5,0,0,0,0,0,0,0,0,0
"528","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",47.5,57.5,0,0,0,0,0,0,0,0,0
"529","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",7.5,57.5,0,37.5,0,0,0,0,37.5,0,0
"530","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",5,92.5,0,0,0,0,0,0,0,0,0
"531","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",7.5,72.5,0,27.5,0,0,0,0,27.5,0,0
"532","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",3,52.5,0,47.5,0,0,0,0,47.5,0,0
"533","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",1,22.5,0,37.5,0,0,0,0,37.5,0,0
"534","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",17.5,77.5,0,0,0,0,0,0,0,0,0
"535","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",47.5,32.5,7.5,0,0,0,0,0,0,0,7.5
"536","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",32.5,72.5,4,0,0,0,4,0,0,0,0
"537","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",37.5,52.5,7.5,0,0,0,7.5,0,0,0,0
"538","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",22.5,77.5,2,0,0,0,2,0,0,0,0
"539","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",37.5,57.5,0,0,0,0,0,0,0,0,0
"540","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",42.5,67.5,0,0,0,0,0,0,0,0,0
"541","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",37.5,77.5,0,0,0,0,0,0,0,0,0
"542","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",27.5,72.5,0,0,0,0,0,0,0,0,0
"543","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",12.5,82.5,0,0,0,0,0,0,0,0,0
"544","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",7.5,7.5,0,87.5,0,0,0,0,0,87.5,0
"545","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",17.5,17.5,0,57.5,0,0,0,0,0,57.5,0
"546","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",17.5,62.5,12.5,12.5,0,0,0,0,12.5,0,12.5
"547","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",12.5,17.5,0,7.5,0,0,0,0,7.5,0,0
"548","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",7.5,17.5,0,22.5,0,0,0,0,22.5,0,0
"549","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",7.5,27.5,27.5,7.5,0,0,0,0,0,7.5,27.5
"550","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",27.5,12.5,0,3,0,0,0,0,3,0,0
"551","2018","Josie & Joia",9,"CFM","Mulch","Forb","Full Mulch","Unmowed","Full","Full",17.5,37.5,0,7.5,0,0,0,0,0,7.5,0
"552","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",32.5,37.5,0,0,0,0,0,0,0,0,0
"553","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",5,17.5,0,0,0,0,0,0,0,0,0
"554","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",1,2,0,0,0,0,0,0,0,0,0
"555","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",5,7.5,0,0,0,0,0,0,0,0,0
"556","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",1,5,0,0,0,0,0,0,0,0,0
"557","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",12.5,27.5,0,0,0,0,0,0,0,0,0
"558","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",22.5,37.5,0,0,0,0,0,0,0,0,0
"559","2018","Josie & Joia",9,"CFM","Mulch","Grass","Full Mulch","Unmowed","Full","Full",57.5,37.5,0,0,0,0,0,0,0,0,0
"560","2018","Josie & Joia",12,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",22.5,52.5,0,17.5,0,0,0,0,17.5,0,0
"561","2018","Josie & Joia",12,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",42.5,17.5,0,47.5,0,0,0,0,47.5,0,0
"562","2018","Josie & Joia",12,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",7.5,67.5,0,57.5,0,0,0,0,57.5,0,0
"563","2018","Josie & Joia",12,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",5,12.5,0,87.5,0,0,0,0,87.5,0,0
"564","2018","Josie & Joia",12,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",7.5,3,0,88.5,0,0,0,1,87.5,0,0
"565","2018","Josie & Joia",12,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",7.5,55,0,69.5,0,0,0,2,67.5,0,0
"566","2018","Josie & Joia",12,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",7.5,7.5,0,88.5,0,0,0,1,87.5,0,0
"567","2018","Josie & Joia",12,"CFM","Mulch","Forb","Full Mulch","Mowed","Full","Full",32.5,27.5,0,47.5,0,0,0,47.5,0,0,0
"568","2018","Josie & Joia",12,"CFM","Mulch","Grass","Full Mulch","Mowed","Full","Full",17.5,57.5,0,0,0,0,0,0,0,0,0
